"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"5522","SN 2010ka","03:26:01.990","-00:49:48.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.4","","2010-11-07 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2551; PositionRef=CBET 2551; Orig Type=Ia   ]",""
"5520","SN 2010jz","07:17:15.739","+45:23:03.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","18","","2010-11-02 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2551; PositionRef=CBET 2551; Orig Type=Ia   ]",""
"5518","SN 2010jx","01:19:42.221","+30:24:49.21","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.2","","2010-10-28 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 2551; PositionRef=CBET 2551; Orig Type=Ia   ]",""
"5516","SN 2010jv","07:27:26.479","+33:48:41.80","SN Ia","","NGC 2379        ","","","","","","","","","0","1","","16.3","","2010-11-14 00:00:00.000","","[Discoverer=Cenko et al. (LOSS); DiscoveryRef=CBET 2549; PositionRef=CBET 2549; Orig Type=Ia   ]",""
"5515","SN 2010ju","05:41:55.990","+18:29:51.00","SN Ia","","UGC 3341        ","","","","","","","","","0","1","","16.8","","2010-11-14 00:00:00.000","","[Discoverer=Cenko et al. (LOSS); DiscoveryRef=CBET 2549; PositionRef=CBET 2549; Orig Type=Ia   ]",""
"5511","SN 2010jq","10:36:36.401","-27:28:44.51","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.2","","2010-11-11 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 2544; PositionRef=CBET 2544; Orig Type=Ia   ]",""
"5509","SN 2010jo","00:57:35.580","-01:23:33.40","SN Ia","","UGC 595         ","","","","","","","","","0","1","","17.5","","2010-11-06 00:00:00.000","","[Discoverer=Koishikawa; DiscoveryRef=CBET 2543; PositionRef=CBET 2543; Orig Type=Ia   ]",""
"5508","SN 2010jn","09:37:30.240","+23:09:33.30","SN Ia","","NGC 2929        ","","","","","","","","","0","1","","19.2","","2010-10-12 00:00:00.000","","[Discoverer=Howell et al.; Boles; Newton, Puckett; DiscoveryRef=CBET 2541; PositionRef=CBET 2541; Orig Type=Ia   ]",""
"5507","SN 2010jm","03:46:03.550","+12:42:15.52","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.4","","2010-11-02 00:00:00.000","","[Discoverer=La Sagra Sky Survey; DiscoveryRef=CBET 2537; PositionRef=CBET 2537; Orig Type=Ia   ]",""
"5498","SN 2010jd","03:37:22.200","-33:02:39.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.4","","2010-09-20 00:00:00.000","","[Discoverer=Zheng et al. (ROTSE); DiscoveryRef=CBET 2523; PositionRef=CBET 2523; Orig Type=Ia   ]",""
"5496","SN 2010jb","01:04:07.680","-51:08:05.39","SN Ia","","IC 1615         ","","","","","","","","","0","1","","15.6","","2010-10-30 00:00:00.000","","[Discoverer=Parker; DiscoveryRef=CBET 2520; PositionRef=CBET 2520; Orig Type=Ia   ]",""
"5495","SN 2010ja","08:02:28.390","+09:23:40.88","SN Ia","","NGC 2513        ","","","","","","","","","0","1","","17.9","","2010-10-15 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 2514; PositionRef=CBET 2514; Orig Type=Ia   ]",""
"5491","SN 2010ix","01:00:02.491","+41:42:57.60","SN Ia","","Anon.           ","","","","","","","","","0","1","","18","","2010-10-16 00:00:00.000","","[Discoverer=Vida, Novoselnik (La Sagra Sky Survey); DiscoveryRef=CBET 2506; PositionRef=CBET 2506; Orig Type=Ia   ]",""
"5489","SN 2010iv","04:03:52.229","-43:25:38.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.4","","2010-10-15 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 2503; PositionRef=CBET 2503; Orig Type=Ia   ]",""
"5488","SN 2010iu","00:40:02.479","-56:09:29.92","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.2","","2010-10-07 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 2499; PositionRef=CBET 2499; Orig Type=Ia   ]",""
"5487","SN 2010it","03:41:57.499","-04:42:21.10","SN Ia","","NGC 1417        ","","","","","","","","","0","1","","17","","2010-10-11 00:00:00.000","","[Discoverer=Cenko et al. (LOSS); DiscoveryRef=CBET 2498; PositionRef=CBET 2498; Orig Type=Ia   ]",""
"5483","SN 2010ip","03:29:48.499","+06:32:55.28","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.1","","2010-10-03 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2491; PositionRef=CBET 2491; Orig Type=Ia   ]",""
"5477","SN 2010ij","22:20:20.191","+17:03:22.21","SN Ia","","Anon.           ","","","","","","","","","0","1","","15.9","","2010-09-15 00:00:00.000","","[Discoverer=Vida, Novoselnik (La Sagra Sky Survey); DiscoveryRef=CBET 2478; PositionRef=CBET 2478; Orig Type=Ia   ]",""
"5476","SN 2010ii","22:38:13.181","+35:29:30.01","SN Ia","","NGC 7342        ","","","","","","","","","0","1","","18","","2010-09-30 00:00:00.000","","[Discoverer=Cenko et al. (LOSS); DiscoveryRef=CBET 2474; PositionRef=CBET 2474; Orig Type=Ia   ]",""
"5475","SN 2010ih","07:02:43.630","-28:37:25.21","SN Ia","","NGC 2325        ","","","","","","","","","0","1","","13.3","","2010-09-29 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 2471; PositionRef=CBET 2471; Orig Type=Ia   ]",""
"5468","SN 2010ia","03:56:56.201","+08:30:45.11","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.3","","2010-09-16 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2463; PositionRef=CBET 2463; Orig Type=Ia   ]",""
"5466","SN 2010hz","01:53:41.971","+29:56:04.60","SN Ia","","UGC 1359        ","","","","","","","","","0","1","","19.1","","2010-09-12 00:00:00.000","","[Discoverer=Cenko et al. (LOSS); DiscoveryRef=CBET 2462; PositionRef=CBET 2462; Orig Type=Ia   ]",""
"5464","SN 2010hx","10:28:51.060","-35:36:22.28","SN Ia","","NGC 3258        ","","","","","","","","","0","1","","15.3","","2010-09-16 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 2460; PositionRef=CBET 2460; Orig Type=Ia   ]",""
"5461","SN 2010hu","23:22:13.330","-05:19:07.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.7","","2010-09-11 00:00:00.000","","[Discoverer=Drake et al. (CRTS); DiscoveryRef=CBET 2455; PositionRef=CBET 2455; Orig Type=Ia   ]",""
"5459","SN 2010hs","02:25:39.139","+24:45:53.60","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.6","","2010-09-12 00:00:00.000","","[Discoverer=Cenko et al. (LOSS); DiscoveryRef=CBET 2454; PositionRef=CBET 2454; Orig Type=Ia   ]",""
"5455","SN 2010ho","23:19:10.241","+09:11:54.38","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.6","","2010-09-04 00:00:00.000","","[Discoverer=Leonini, Guerrini; DiscoveryRef=CBET 2445; PositionRef=CBET 2445; Orig Type=Ia   ]",""
"5451","SN 2010hk","03:37:52.610","+04:56:52.19","SN Ia","","UGC 2802        ","","","","","","","","","0","1","","17.6","","2010-09-02 00:00:00.000","","[Discoverer=Newton, Puckett; DiscoveryRef=CBET 2439; PositionRef=CBET 2439; Orig Type=Ia   ]",""
"5450","SN 2010hj","21:49:09.840","-59:02:23.21","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.1","","2010-08-04 00:00:00.000","","[Discoverer=Drake et al. (Siding Spring Survey); DiscoveryRef=CBET 2438; PositionRef=CBET 2438; Orig Type=Ia   ]",""
"5448","SN 2010hh","17:59:18.379","+45:52:32.02","SN Ia","","NGC 6524        ","","","","","","","","","0","1","","18.3","","2010-09-01 00:00:00.000","","[Discoverer=Cenko et al. (LOSS); DiscoveryRef=CBET 2435; PositionRef=CBET 2435; Orig Type=Ia   ]",""
"5447","SN 2010hg","09:46:13.699","-30:27:13.28","SN Ia","","NGC 3001        ","","","","","","","","","0","1","","15","","2010-09-01 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 2434; PositionRef=CBET 2434; Orig Type=Ia   ]",""
"5445","SN 2010he","02:49:10.800","-14:27:00.11","SN Ia","","NGC 1120        ","","","","","","","","","0","1","","17.6","","2010-08-20 00:00:00.000","","[Discoverer=Itagaki; DiscoveryRef=CBET 2421; PositionRef=CBET 2421; Orig Type=Ia   ]",""
"5438","SN 2010gy","02:27:12.041","-04:32:04.88","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.8","","2010-08-05 00:00:00.000","","[Discoverer=Chornock et al. (PanSTARRS); DiscoveryRef=CBET 2414; PositionRef=CBET 2414; Orig Type=Ia   ]",""
