"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"4338","SN 2007lo","22:35:56.059","+00:36:33.19","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.1","","2007-10-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia   ]",""
"4337","SN 2007ln","03:40:43.210","+01:00:11.02","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.8","","2007-10-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia?  ]",""
"4336","SN 2007lm","03:13:40.440","+00:37:47.89","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.4","","2007-10-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia   ]",""
"4334","SN 2007lk","01:57:50.110","-00:23:53.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","21","","2007-10-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia?  ]",""
"4332","SN 2007li","01:13:04.010","-00:32:24.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.4","","2007-09-22 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia   ]",""
"4331","SN 2007lh","01:08:52.020","+01:11:52.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.3","","2007-09-22 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia   ]",""
"4330","SN 2007lg","00:46:03.950","-00:00:37.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.9","","2007-09-22 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia   ]",""
"4329","SN 2007lf","00:16:45.461","+01:12:03.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.5","","2007-09-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1102; PositionRef=CBET 1102; Orig Type=Ia   ]",""
"4328","SN 2007le","23:38:48.410","-06:31:21.29","SN Ia","","NGC 7721        ","","","","","","","","","0","1","","15.2","","2007-10-13 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 1100; PositionRef=CBET 1100; Orig Type=Ia   ]",""
"4326","SN 2007lc","00:49:09.101","+00:35:49.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.6","","2007-10-06 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1098; PositionRef=CBET 1098; Orig Type=Ia   ]",""
"4324","SN 2007la","22:29:54.780","+01:03:30.89","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.4","","2007-09-30 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1098; PositionRef=CBET 1098; Orig Type=Ia   ]",""
"4320","SN 2007kx","00:13:42.881","+00:39:07.81","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.8","","2007-09-22 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1098; PositionRef=CBET 1098; Orig Type=Ia   ]",""
"4318","SN 2007kv","01:10:15.840","+00:28:19.31","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.1","","2007-09-19 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1098; PositionRef=CBET 1098; Orig Type=Ia   ]",""
"4317","SN 2007ku","01:33:28.210","+00:31:28.81","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.7","","2007-09-16 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1098; PositionRef=CBET 1098; Orig Type=Ia   ]",""
"4316","SN 2007kt","01:50:23.959","+01:10:19.49","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.2","","2007-09-15 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1098; PositionRef=CBET 1098; Orig Type=Ia   ]",""
"4315","SN 2007ks","20:49:33.060","-00:45:42.19","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.9","","2007-09-14 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1098; PositionRef=CBET 1098; Orig Type=Ia   ]",""
"4314","SN 2007kr","00:25:27.499","-00:50:22.49","SN Ia","","Anon.           ","","","","","","","","","0","1","","22","","2007-09-14 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1098; PositionRef=CBET 1098; Orig Type=Ia/c?]",""
"4313","SN 2007kq","00:19:43.910","-00:24:00.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.5","","2007-09-14 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1098; PositionRef=CBET 1098; Orig Type=Ia   ]",""
"4312","SN 2007kp","22:09:29.590","+00:44:16.40","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.3","","2007-09-13 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1098; PositionRef=CBET 1098; Orig Type=Ia   ]",""
"4311","SN 2007ko","21:04:22.370","-00:53:52.80","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.8","","2007-09-13 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1098; PositionRef=CBET 1098; Orig Type=Ia   ]",""
"4309","SN 2007km","02:48:20.069","-00:17:17.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.1","","2007-09-04 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1098; PositionRef=CBET 1098; Orig Type=Ia   ]",""
"4308","SN 2007kl","02:44:50.899","+00:21:53.39","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.9","","2007-09-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1098; PositionRef=CBET 1098; Orig Type=Ia   ]",""
"4307","SN 2007kk","03:42:23.261","+39:14:30.41","SN Ia","","UGC 2828        ","","","","","","","","","0","1","","18.3","","2007-09-28 00:00:00.000","","[Discoverer=Parisky, Li (LOSS); DiscoveryRef=CBET 1096; PositionRef=CBET 1096; Orig Type=Ia   ]",""
"4305","SN 2007ki","07:06:00.900","+28:17:45.38","SN Ia","","MCG +05-17-10   ","","","","","","","","","0","1","","18.4","","2007-09-27 00:00:00.000","","[Discoverer=Madison, Li (LOSS); DiscoveryRef=CBET 1090; PositionRef=CBET 1090; Orig Type=Ia   ]",""
"4304","SN 2007kh","03:15:12.101","+43:10:13.01","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.9","","2007-09-07 00:00:00.000","","[Discoverer=Yuan et al. (ROTSE); DiscoveryRef=CBET 1089; PositionRef=CBET 1089; Orig Type=Ia   ]",""
"4303","SN 2007kg","23:58:37.430","+60:59:06.68","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.1","","2007-09-22 00:00:00.000","","[Discoverer=Mikuz; DiscoveryRef=CBET 1086; PositionRef=IAUC 8875; Orig Type=Ia   ]",""
"4302","SN 2007kf","17:31:31.759","+69:18:40.10","SN Ia","","Anon.           ","","","","","","","","","0","1","","17","","2007-09-22 00:00:00.000","","[Discoverer=Kloehr; DiscoveryRef=CBET 1085; PositionRef=IAUC 8875; Orig Type=Ia   ]",""
"4300","SN 2007kd","09:25:58.010","+34:37:59.30","SN Ia","","MCG +6-21-36    ","","","","","","","","","0","1","","16.6","","2007-09-23 00:00:00.000","","[Discoverer=Villi; DiscoveryRef=CBET 1083; PositionRef=IAUC 8874; Orig Type=Ia   ]",""
"4298","SN 2007kb","20:52:24.710","+00:16:39.61","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.4","","2007-09-13 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1081; PositionRef=CBET 1081; Orig Type=Ia   ]",""
"4297","SN 2007ka","01:21:22.699","-00:00:53.32","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.1","","2007-09-05 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1081; PositionRef=CBET 1081; Orig Type=Ia   ]",""
"4295","SN 2007jz","01:23:56.009","+01:15:18.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.7","","2007-09-05 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1081; PositionRef=CBET 1081; Orig Type=Ia   ]",""
"4293","SN 2007jx","20:02:32.820","+00:22:18.08","SN Ia","","Anon.           ","","","","","","","","","0","1","","21","","2007-09-15 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1079; PositionRef=CBET 1079; Orig Type=Ia   ]",""
"4292","SN 2007jw","02:02:32.741","-01:05:21.01","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.6","","2007-09-14 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1079; PositionRef=CBET 1079; Orig Type=Ia   ]",""
"4291","SN 2007jv","00:15:36.910","-00:23:21.59","SN Ia","","Anon.           ","","","","","","","","","0","1","","21","","2007-09-14 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1079; PositionRef=CBET 1079; Orig Type=Ia?  ]",""
"4290","SN 2007ju","00:11:50.460","-00:20:21.08","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.9","","2007-09-14 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1079; PositionRef=CBET 1079; Orig Type=Ia   ]",""
"4289","SN 2007jt","02:28:32.779","-01:02:31.60","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.4","","2007-09-12 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1079; PositionRef=CBET 1079; Orig Type=Ia   ]",""
"4288","SN 2007js","20:36:48.670","+00:05:54.38","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.2","","2007-09-05 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1079; PositionRef=CBET 1079; Orig Type=Ia   ]",""
"4287","SN 2007jr","02:22:57.281","+01:01:32.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.8","","2007-09-04 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1079; PositionRef=CBET 1079; Orig Type=Ia   ]",""
"4286","SN 2007jq","00:11:58.610","+00:59:53.41","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.1","","2007-09-04 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1079; PositionRef=CBET 1079; Orig Type=Ia   ]",""
"4285","SN 2007jp","23:44:41.239","-00:01:48.29","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.4","","2007-09-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1079; PositionRef=CBET 1079; Orig Type=Ia   ]",""
"4284","SN 2007jo","23:10:12.581","-00:55:53.11","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.6","","2007-09-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1079; PositionRef=CBET 1079; Orig Type=Ia   ]",""
"4281","SN 2007jl","21:29:16.939","-01:00:11.48","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.7","","2007-09-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1079; PositionRef=CBET 1079; Orig Type=Ia   ]",""
"4280","SN 2007jk","02:55:05.640","-00:08:50.78","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.9","","2007-09-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1079; PositionRef=CBET 1079; Orig Type=Ia   ]",""
"4279","SN 2007jj","01:45:26.729","-00:01:09.91","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.7","","2007-09-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1079; PositionRef=CBET 1079; Orig Type=Ia   ]",""
"4278","SN 2007ji","00:38:48.360","-00:10:45.52","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.1","","2007-09-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1079; PositionRef=CBET 1079; Orig Type=Ia   ]",""
"4277","SN 2007jh","03:36:01.541","+01:06:12.20","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.2","","2007-09-15 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1076; PositionRef=CBET 1076; Orig Type=Ia   ]",""
"4276","SN 2007jg","03:29:50.820","+00:03:24.59","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.4","","2007-09-14 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1076; PositionRef=CBET 1076; Orig Type=Ia   ]",""
"4274","SN 2007je","02:11:47.309","-00:54:44.78","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.2","","2007-09-12 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1076; PositionRef=CBET 1076; Orig Type=Ia   ]",""
"4273","SN 2007jd","02:59:53.369","+01:09:38.59","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.5","","2007-09-05 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1076; PositionRef=CBET 1076; Orig Type=Ia   ]",""
"4271","SN 2007jb","00:26:33.790","+00:02:31.09","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.1","","2007-09-04 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1076; PositionRef=CBET 1076; Orig Type=Ia   ]",""
"4267","SN 2007iy","20:41:05.959","-00:25:19.60","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.9","","2007-09-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1076; PositionRef=CBET 1076; Orig Type=Ia   ]",""
"4266","SN 2007ix","00:51:30.881","-00:56:50.60","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.6","","2007-09-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1076; PositionRef=CBET 1076; Orig Type=Ia   ]",""
"4261","SN 2007is","16:47:14.590","+40:14:36.89","SN Ia","","UGC 10553       ","","","","","","","","","0","1","","16.6","","2007-09-14 00:00:00.000","","[Discoverer=Thrasher, Winslow, Li (LOSS); DiscoveryRef=CBET 1067; PositionRef=IAUC 8874; Orig Type=Ia   ]",""
"4260","SN 2007ir","02:33:41.899","+37:40:08.18","SN Ia","","UGC 2033        ","","","","","","","","","0","1","","17.4","","2007-09-12 00:00:00.000","","[Discoverer=Thrasher, Winslow, Li (LOSS); DiscoveryRef=CBET 1067; PositionRef=CBET 1067; Orig Type=Ia   ]",""
"4258","SN 2007ip","01:35:08.820","+36:01:04.80","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.7","","2007-09-10 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1063; PositionRef=CBET 1063; Orig Type=Ia   ]",""
"4257","SN 2007io","01:04:47.690","+04:31:16.72","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.8","","2007-09-10 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1063; PositionRef=CBET 1063; Orig Type=Ia   ]",""
"4256","SN 2007in","01:08:13.680","+18:44:26.99","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.4","","2007-09-09 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1063; PositionRef=CBET 1063; Orig Type=Ia   ]",""
"4255","SN 2007im","22:26:11.779","-12:08:09.71","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.2","","2007-08-31 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1063; PositionRef=CBET 1063; Orig Type=Ia   ]",""
"4253","SN 2007ik","22:38:53.719","-01:10:01.49","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.9","","2007-09-05 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1061; PositionRef=CBET 1061; Orig Type=Ia   ]",""
"4252","SN 2007ij","23:57:21.960","+00:06:21.10","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.6","","2007-09-04 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1061; PositionRef=CBET 1061; Orig Type=Ia   ]",""
"4251","SN 2007ii","00:33:34.051","+00:59:05.71","SN Ia","","Anon.           ","","","","","","","","","0","1","","21","","2007-09-04 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1061; PositionRef=CBET 1061; Orig Type=Ia?  ]",""
"4250","SN 2007ih","21:33:10.769","-00:57:36.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.8","","2007-09-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1061; PositionRef=CBET 1061; Orig Type=Ia   ]",""
"4248","SN 2007if","01:10:51.370","+15:27:39.89","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.5","","2007-08-16 00:00:00.000","","[Discoverer=Yuan, Quimby, et al. (ROTSE); DiscoveryRef=CBET 1059; PositionRef=CBET 1059; Orig Type=Ia   ]",""
"4247","SN 2007ie","22:17:36.691","+00:36:47.99","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.1","","2007-09-05 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1057; PositionRef=CBET 1057; Orig Type=Ia?  ]",""
"4246","SN 2007id","21:46:00.490","-01:13:03.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.2","","2007-09-05 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1057; PositionRef=CBET 1057; Orig Type=Ia   ]",""
"4245","SN 2007ic","00:05:57.979","+01:06:11.09","SN Ia","","Anon.           ","","","","","","","","","0","1","","20","","2007-09-05 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1057; PositionRef=CBET 1057; Orig Type=Ia   ]",""
"4243","SN 2007ia","03:43:10.061","+00:06:08.89","SN Ia","","Anon.           ","","","","","","","","","0","1","","20","","2007-09-04 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1057; PositionRef=CBET 1057; Orig Type=Ia   ]",""
"4241","SN 2007hz","21:03:08.950","-01:01:45.08","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.7","","2007-09-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1057; PositionRef=CBET 1057; Orig Type=Ia   ]",""
"4240","SN 2007hy","03:39:42.331","+01:05:32.21","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.9","","2007-09-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1057; PositionRef=CBET 1057; Orig Type=Ia   ]",""
"4239","SN 2007hx","02:06:27.079","-00:53:58.31","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.5","","2007-09-03 00:00:00.000","","[Discoverer=Sloan Digital Sky Survey II; DiscoveryRef=CBET 1057; PositionRef=CBET 1057; Orig Type=Ia   ]",""
"4236","SN 2007hu","16:56:29.959","+27:58:40.40","SN Ia","","NGC 6261        ","","","","","","","","","0","1","","17.7","","2007-09-09 00:00:00.000","","[Discoverer=Sehgal, Guido, Puckett; DiscoveryRef=CBET 1056; PositionRef=CBET 1056; Orig Type=Ia   ]",""
"4235","SN 2007ht","00:34:33.809","-01:13:03.11","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.2","","2007-09-02 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1054; PositionRef=CBET 1054; Orig Type=Ia   ]",""
"4232","SN 2007hq","00:10:06.679","-16:16:24.31","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.7","","2007-09-01 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1054; PositionRef=CBET 1054; Orig Type=Ia   ]",""
"4231","SN 2007hp","00:38:01.481","-14:57:48.31","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.5","","2007-09-01 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1050; PositionRef=CBET 1050; Orig Type=Ia   ]",""
"4230","SN 2007ho","21:22:50.971","-21:08:42.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.5","","2007-08-31 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1050; PositionRef=CBET 1050; Orig Type=Ia   ]",""
"4226","SN 2007hk","20:47:57.161","-05:24:25.88","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.4","","2007-08-31 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1050; PositionRef=CBET 1050; Orig Type=Ia   ]",""
"4225","SN 2007hj","23:01:47.890","+15:35:11.40","SN Ia","","NGC 7461        ","","","","","","","","","0","1","","15.9","","2007-09-01 00:00:00.000","","[Discoverer=Parisky, Li (LOSS); DiscoveryRef=CBET 1048; PositionRef=IAUC 8874; Orig Type=Ia   ]",""
"4223","SN 2007hh","16:46:59.100","+38:56:02.51","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.9","","2007-08-26 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1047; PositionRef=CBET 1047; Orig Type=Ia   ]",""
"4222","SN 2007hg","04:08:32.650","+02:22:43.72","SN Ia","","Anon.           ","","","","","","","","","0","1","","18","","2007-08-24 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1047; PositionRef=CBET 1047; Orig Type=Ia   ]",""
"4221","SN 2007hf","02:37:28.260","-23:32:04.70","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.6","","2007-08-24 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1047; PositionRef=CBET 1047; Orig Type=Ia   ]",""
"4220","SN 2007he","02:51:40.169","-12:39:31.50","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.8","","2007-08-24 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1044; PositionRef=CBET 1044; Orig Type=Ia   ]",""
"4219","SN 2007hd","03:08:56.429","-11:16:22.58","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.9","","2007-08-22 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1044; PositionRef=CBET 1044; Orig Type=Ia   ]",""
"4216","SN 2007ha","00:46:01.790","-23:14:14.39","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.8","","2007-08-20 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1043; PositionRef=CBET 1043; Orig Type=Ia   ]",""
"4210","SN 2007gv","01:39:05.650","+06:14:42.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","20","","2007-08-19 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1040; PositionRef=CBET 1040; Orig Type=Ia   ]",""
"4209","SN 2007gu","22:53:42.550","+12:05:54.38","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.5","","2007-08-16 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1040; PositionRef=CBET 1040; Orig Type=Ia   ]",""
"4208","SN 2007gt","00:16:26.160","-00:21:09.22","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.5","","2007-08-16 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1040; PositionRef=CBET 1040; Orig Type=Ia   ]",""
"4204","SN 2007gp","21:57:35.590","+08:00:47.30","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.5","","2007-08-07 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1031; PositionRef=CBET 1031; Orig Type=Ia   ]",""
"4202","SN 2007gn","03:16:31.370","+15:27:40.72","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.3","","2007-07-31 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1026; PositionRef=CBET 1026; Orig Type=Ia   ]",""
"4199","SN 2007gk","16:45:18.221","+67:55:50.02","SN Ia","","MCG +11-20-27   ","","","","","","","","","0","1","","18.9","","2007-08-05 00:00:00.000","","[Discoverer=Sehgal, Newton, Orff; DiscoveryRef=CBET 1023; PositionRef=CBET 1023; Orig Type=Ia   ]",""
"4197","SN 2007gi","12:01:23.419","+61:53:33.79","SN Ia","","NGC 4036        ","","","","","","","","","0","1","","16.3","","2007-07-31 00:00:00.000","","[Discoverer=Itagaki; DiscoveryRef=CBET 1017; PositionRef=IAUC 8864; Orig Type=Ia   ]",""
"4194","SN 2007gf","23:17:48.710","+22:59:07.12","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.9","","2007-07-26 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1013; PositionRef=CBET 1013; Orig Type=Ia   ]",""
"4193","SN 2007ge","23:57:31.421","+47:27:02.41","SN Ia","","MCG +08-1-13    ","","","","","","","","","0","1","","17.9","","2007-07-19 00:00:00.000","","[Discoverer=Li (LOSS); DiscoveryRef=CBET 1012; PositionRef=CBET 1012; Orig Type=Ia   ]",""
"4192","SN 2007gd","15:29:31.481","+07:59:51.11","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.9","","2007-07-18 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1011; PositionRef=CBET 1011; Orig Type=Ia   ]",""
"4191","SN 2007gc","14:47:47.321","+30:28:14.48","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.3","","2007-07-18 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1011; PositionRef=CBET 1011; Orig Type=Ia   ]",""
"4190","SN 2007gb","22:42:37.330","+28:18:56.41","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.4","","2007-07-18 00:00:00.000","","[Discoverer=&quot;Nearby Supernova Factory&quot; collaboration; DiscoveryRef=CBET 1009; PositionRef=CBET 1009; Orig Type=Ia   ]",""
