"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"35760","SN 2019cqd","17:19:17.324","+48:46:20.42","SN Ia","0.06","","","ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","SCAT, ZTF","ATLAS; Pan-STARRS1; ZTF","ZTF19aanuhox","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM, UH88 - SNIFS","1","1","","19","r-ZTF","2019-03-30 11:45:16.000","ZTF_AMPEL_NEW","",""
"35734","SN 2019cpe","09:50:12.950","-14:01:39.61","SN Ia","0.054","","","ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts","ZTF","ATLAS; GaiaAlerts; ZTF","ZTF19aanonjt","ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam","P60 - SEDM","1","1","","20.37","g-ZTF","2019-03-26 05:02:23.000","ZTF_AMPEL_COMPLETE","",""
"35713","SN 2019coj","16:20:04.329","-03:15:50.52","SN Ia","0.07","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19aanydko","ATLAS1 - ACAM1, P48 - ZTF-Cam","P60 - SEDM","1","1","","19","g-ZTF","2019-03-31 10:31:21.000","ZTF_AMPEL_NEW","",""
"35701","SN 2019cnx","13:00:29.295","+00:35:52.89","SN Ia","0.079119","","","ZTF, Pan-STARRS1","ZTF, Pan-STARRS1","ZTF","Pan-STARRS1; ZTF","ZTF19aanwwlo","P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.94","g-ZTF","2019-03-31 07:00:33.000","ZTF_AMPEL_NEW","",""
"35698","SN 2019cnu","17:55:50.077","+62:36:45.72","SN Ia","0.027089","","","ATLAS, ZTF","ATLAS, ZTF","ZTF","ATLAS; ZTF","ATLAS19ekp","ATLAS1 - ACAM1, P48 - ZTF-Cam","P60 - SEDM","1","1","","18.935","orange-ATLAS","2019-03-30 14:38:24.000","ATLAS_Bot1","",""
"35684","SN 2019cng","17:12:08.818","+55:18:24.55","SN Ia","0.125","","","ZTF, ATLAS","ZTF, ATLAS","ZTF","ATLAS; ZTF","ZTF19aanmdsr","ATLAS1 - ACAM1, P48 - ZTF-Cam","P60 - SEDM","1","1","","19.33","r-ZTF","2019-03-25 12:21:56.000","ZTF_AMPEL_NEW","",""
"35679","SN 2019cnb","16:23:55.461","+53:24:12.43","SN Ia","0.06","","","ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1","ZTF","ATLAS; Pan-STARRS1; ZTF","ZTF19aanircs","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","18.69","r-ZTF","2019-03-25 12:44:34.000","ZTF_AMPEL_NEW","",""
"35677","SN 2019cmz","14:46:51.206","+37:47:24.29","SN Ia","0.078","","","ZTF, Pan-STARRS1, ATLAS","ZTF, Pan-STARRS1, ATLAS","SCAT, ZTF","ATLAS; Pan-STARRS1; ZTF","ZTF19aansyyn","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM, UH88 - SNIFS","1","1","","18.99","g-ZTF","2019-03-30 09:17:32.000","ZTF_AMPEL_NEW","",""
"35675","SN 2019cmx","16:55:00.577","+58:55:22.76","SN Ia","0.092","","","ZTF","ZTF","ZTF","ZTF","ZTF19aanirdx","P48 - ZTF-Cam","P60 - SEDM","1","1","","19.41","g-ZTF","2019-03-25 12:22:37.000","ZTF_AMPEL_NEW","",""
"35671","SN 2019cmt","15:11:21.244","+11:23:38.87","SN Ia","0.045","","","ZTF, Pan-STARRS1","ZTF, Pan-STARRS1","ZTF","Pan-STARRS1; ZTF","ZTF19aanmclt","P48 - ZTF-Cam, PS1 - GPC1","","1","1","","19.53","g-ZTF","2019-03-26 09:34:10.000","ZTF_AMPEL_NEW","",""
"35661","SN 2019cmj","10:24:49.700","+44:02:06.50","SN Ia","0.04529","","","ZTF, GaiaAlerts, Pan-STARRS1","ZTF, GaiaAlerts, Pan-STARRS1","ZTF","GaiaAlerts; Pan-STARRS1; ZTF","ZTF19aanramr","Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM","1","1","","19.47","r-ZTF","2019-03-30 04:55:05.000","ZTF_AMPEL_NEW","",""
"35659","SN 2019cmh","10:34:39.311","+53:58:22.46","SN Ia","0.048","SDSS J103439.83+535820.8","0.046386","ASAS-SN, ZTF, ATLAS, Pan-STARRS1","ASAS-SN, ZTF, ATLAS, Pan-STARRS1","SCAT, ZTF","ASAS-SN; ATLAS; Pan-STARRS1; ZTF","ASASSN-19hu","ASASSN-1 - Brutus, ASASSN-4 - Leavitt, ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","UH88 - SNIFS","1","1","","18","g-Sloan","2019-03-27 11:02:24.000","Vallely","",""
"35654","SN 2019cmc","17:27:29.984","+33:13:24.03","SN Ia","0.08","","","ATLAS, ZTF, Pan-STARRS1","ATLAS, ZTF, Pan-STARRS1","SCAT","ATLAS; Pan-STARRS1; ZTF","ATLAS19ejf","ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1","UH88 - SNIFS","1","1","","18.782","orange-ATLAS","2019-03-27 14:15:21.000","ATLAS_Bot1","",""
